GeneID	TranscriptID	ProteinID
LOC100642271	XM_003402529.3	XP_003402577.1
LOC100642271	XM_012318872.2	XP_012174262.1
LOC100642271	XM_012318873.2	XP_012174263.1
LOC100642271	XM_012318874.2	XP_012174264.1
LOC100642271	XM_012318875.2	XP_012174265.1
LOC100642271	XM_020867788.1	XP_020723447.1
LOC100642272	XM_003402909.3	XP_003402957.1
LOC100642273	XM_003403063.3	XP_003403111.1
LOC100642273	XM_012319560.2	XP_012174950.1
LOC100642274	XM_020868242.1	XP_020723901.1
LOC100642275	XM_012312812.2	XP_012168202.1
LOC100642277	XM_003393521.3	XP_003393569.1
LOC100642277	XM_012314728.2	XP_012170118.1
LOC100642277	XM_020867080.1	XP_020722739.1
LOC100642278	XM_003393756.3	XP_003393804.1
LOC100642278	XM_012319421.2	XP_012174811.1
LOC100642279	XM_020868377.1	XP_020724036.1
LOC100642280	XM_003394322.3	XP_003394370.1
LOC100642281	XM_012321107.2	XP_012176497.1
LOC100642281	XM_012321108.1	XP_012176498.1
LOC100642281	XM_012321109.2	XP_012176499.1
LOC100642281	XM_012321110.2	XP_012176500.1
LOC100642281	XM_012321111.2	XP_012176501.1
LOC100642281	XM_012321112.2	XP_012176502.1
LOC100642281	XM_012321113.2	XP_012176503.1
LOC100642281	XM_012321114.2	XP_012176504.1
LOC100642281	XM_012321115.2	XP_012176505.1
LOC100642281	XM_012321116.2	XP_012176506.1
LOC100642281	XM_020868709.1	XP_020724368.1
LOC100642281	XM_020868710.1	XP_020724369.1
LOC100642281	XM_020868711.1	XP_020724370.1
LOC100642281	XM_020868712.1	XP_020724371.1
LOC100642281	XM_020868713.1	XP_020724372.1
LOC100642282	XM_003395693.3	XP_003395741.1
LOC100642283	XM_003396341.3	XP_003396389.1
LOC100642283	XM_020863647.1	XP_020719306.1
LOC100642284	XM_003396421.3	XP_003396469.1
LOC100642284	XM_012309754.2	XP_012165144.1
LOC100642284	XM_012309755.2	XP_012165145.1
LOC100642284	XM_012309756.2	XP_012165146.1
LOC100642285	XM_003396742.3	XP_003396790.1
LOC100642287	XM_003397469.3	XP_003397517.1
LOC100642288	XM_003397632.3	XP_003397680.1
LOC100642289	XM_003397794.3	XP_003397842.1
LOC100642290	XM_012313133.2	XP_012168523.1
LOC100642291	XM_003398843.3	XP_003398891.1
LOC100642292	XM_003398926.3	XP_003398974.1
LOC100642292	XM_020865443.1	XP_020721102.1
LOC100642293	XM_012314602.2	XP_012169992.1
LOC100642293	XM_012314603.2	XP_012169993.1
LOC100642293	XM_012314604.2	XP_012169994.1
LOC100642293	XM_012314606.2	XP_012169996.1
LOC100642293	XM_020865749.1	XP_020721408.1
LOC100642294	XM_012314947.2	XP_012170337.1
LOC100642294	XM_012314950.2	XP_012170340.1
LOC100642294	XM_012314951.2	XP_012170341.1
LOC100642294	XM_012314952.2	XP_012170342.1
LOC100642294	XM_012314953.2	XP_012170343.1
LOC100642294	XM_020865954.1	XP_020721613.1
LOC100642295	XM_003399807.3	XP_003399855.1
LOC100642295	XM_012315108.2	XP_012170498.1
LOC100642295	XM_012315109.2	XP_012170499.1
LOC100642295	XM_012315110.2	XP_012170500.1
LOC100642295	XM_012315111.2	XP_012170501.1
LOC100642295	XM_020866023.1	XP_020721682.1
LOC100642296	XM_003399886.3	XP_003399934.1
LOC100642296	XM_020865952.1	XP_020721611.1
LOC100642297	XM_012315278.2	XP_012170668.1
LOC100642298	XM_003400287.3	XP_003400335.1
LOC100642299	XM_003400368.3	XP_003400416.1
LOC100642299	XM_012315837.2	XP_012171227.1
LOC100642299	XM_012315838.2	XP_012171228.1
LOC100642299	XM_012315839.2	XP_012171229.1
LOC100642299	XM_020866461.1	XP_020722120.1
LOC100642299	XM_020866462.1	XP_020722121.1
LOC100642300	XM_003400611.3	XP_003400659.1
LOC100642300	XM_020866658.1	XP_020722317.1
LOC100642301	XM_003400776.3	XP_003400824.1
LOC100642302	XM_003400938.2	XP_003400986.1
LOC100642303	XM_003401099.3	XP_003401147.1
LOC100642303	XM_012316893.2	XP_012172283.1
LOC100642303	XM_012316894.2	XP_012172284.1
LOC100642303	XM_012316895.2	XP_012172285.1
LOC100642303	XM_012316896.2	XP_012172286.1
LOC100642304	XM_003401505.2	XP_003401553.1
LOC100642305	XM_003401584.3	XP_003401632.1
LOC100642305	XM_020867182.1	XP_020722841.1
LOC100642305	XM_020867183.1	XP_020722842.1
LOC100642305	XM_020867184.1	XP_020722843.1
LOC100642305	XM_020867185.1	XP_020722844.1
LOC100642306	XM_003401824.3	XP_003401872.1
LOC100642306	XM_012317899.2	XP_012173289.1
LOC100642306	XM_012317900.2	XP_012173290.1
LOC100642306	XM_020867252.1	XP_020722911.1
LOC100642307	XM_003401903.3	XP_003401951.1
LOC100642307	XM_020867410.1	XP_020723069.1
LOC100642308	XM_003402609.3	XP_003402657.1
LOC100642309	XM_003402684.3	XP_003402732.1
LOC100642311	XM_012319602.2	XP_012174992.2
LOC100642312	XM_003392812.3	XP_003392860.1
LOC100642313	XM_012309160.1	XP_012164550.1
LOC100642313	XM_012309217.1	XP_012164607.1
LOC100642314	XM_003393132.3	XP_003393180.1
LOC100642315	XM_003393211.3	XP_003393259.1
LOC100642316	XM_003393600.3	XP_003393648.1
LOC100642318	XM_003393995.3	XP_003394043.1
LOC100642319	XM_003394240.3	XP_003394288.1
LOC100642320	XM_012307686.2	XP_012163076.1
LOC100642320	XM_012307687.2	XP_012163077.1
LOC100642320	XM_012307688.2	XP_012163078.1
LOC100642321	XM_012321365.2	XP_012176755.1
LOC100642322	XM_003394876.3	XP_003394924.1
LOC100642323	XM_003395116.3	XP_003395164.1
LOC100642324	XM_003395198.2	XP_003395246.1
LOC100642325	XM_020862931.1	XP_020718590.1
LOC100642326	XM_003395776.3	XP_003395824.1
LOC100642326	XM_012308966.2	XP_012164356.1
LOC100642327	XM_012309270.2	XP_012164660.1
LOC100642328	XM_012309519.2	XP_012164909.1
LOC100642329	XM_020863382.1	XP_020719041.1
LOC100642329	XM_020863383.1	XP_020719042.1
LOC100642330	XM_012309886.2	XP_012165276.1
LOC100642330	XM_012309887.2	XP_012165277.1
LOC100642330	XM_020863536.1	XP_020719195.1
LOC100642330	XR_001098814.2	
LOC100642330	XR_001098815.2	
LOC100642330	XR_001098816.2	
LOC100642330	XR_002307786.1	
LOC100642332	XM_012310393.2	XP_012165783.1
LOC100642332	XM_012310394.2	XP_012165784.1
LOC100642332	XM_012310395.2	XP_012165785.1
LOC100642332	XM_012310396.2	XP_012165786.1
LOC100642332	XM_020863797.1	XP_020719456.1
LOC100642332	XM_020863798.1	XP_020719457.1
LOC100642332	XM_020863799.1	XP_020719458.1
LOC100642332	XM_020863800.1	XP_020719459.1
LOC100642332	XM_020863801.1	XP_020719460.1
LOC100642333	XM_012310915.2	XP_012166305.1
LOC100642334	XM_003397312.3	XP_003397360.1
LOC100642334	XM_012311245.2	XP_012166635.1
LOC100642335	XM_003397389.3	XP_003397437.1
LOC100642335	XM_012311535.2	XP_012166925.1
LOC100642336	XM_003397551.3	XP_003397599.1
LOC100642337	XM_012312168.2	XP_012167558.1
LOC100642337	XM_020864471.1	XP_020720130.1
LOC100642338	XM_012312338.2	XP_012167728.1
LOC100642338	XM_020864434.1	XP_020720093.1
LOC100642338	XM_020864435.1	XP_020720094.1
LOC100642338	XM_020864436.1	XP_020720095.1
LOC100642339	XM_003398034.3	XP_003398082.1
LOC100642339	XM_012312399.2	XP_012167789.1
LOC100642340	XM_003398191.3	XP_003398239.1
LOC100642340	XM_012312354.2	XP_012167744.1
LOC100642341	XM_003398276.3	XP_003398324.1
LOC100642342	XM_003398357.2	XP_003398405.1
LOC100642344	XM_003399009.3	XP_003399057.1
LOC100642345	XM_003400125.3	XP_003400173.1
LOC100642345	XM_012315526.2	XP_012170916.1
LOC100642345	XM_012315527.2	XP_012170917.1
LOC100642345	XM_012315528.2	XP_012170918.1
LOC100642346	XM_003400698.3	XP_003400746.1
LOC100642346	XM_012316276.2	XP_012171666.1
LOC100642346	XM_020866515.1	XP_020722174.1
LOC100642347	XM_003400856.3	XP_003400904.1
LOC100642348	XM_012316983.2	XP_012172373.1
LOC100642349	XM_003401262.3	XP_003401310.3
LOC100642349	XM_003401263.3	XP_003401311.2
LOC100642349	XM_012317092.1	XP_012172482.1
LOC100642349	XM_012317093.2	XP_012172483.2
LOC100642349	XM_012317094.2	XP_012172484.1
LOC100642349	XM_012317095.2	XP_012172485.1
LOC100642349	XM_012317096.2	XP_012172486.1
LOC100642349	XM_012317097.2	XP_012172487.1
LOC100642349	XM_012317098.1	XP_012172488.1
LOC100642349	XM_020866776.1	XP_020722435.1
LOC100642349	XM_020866778.1	XP_020722437.1
LOC100642350	XM_003401665.3	XP_003401713.1
LOC100642351	XM_003401980.3	XP_003402028.1
LOC100642353	XM_003402454.3	XP_003402502.1
LOC100642353	XM_012318723.1	XP_012174113.1
LOC100642353	XM_020867714.1	XP_020723373.1
LOC100642353	XR_001099583.2	
LOC100642354	XR_001099638.2	
LOC100642355	XM_012319703.2	XP_012175093.1
LOC100642355	XM_012319704.2	XP_012175094.1
LOC100642355	XM_012319705.2	XP_012175095.1
LOC100642356	XM_012319843.2	XP_012175233.1
LOC100642357	XM_003403362.2	XP_003403410.2
LOC100642358	XM_003392972.2	XP_003393020.1
LOC100642358	XM_012321191.1	XP_012176581.1
LOC100642359	XM_003393916.3	XP_003393964.1
LOC100642360	XM_003394160.3	XP_003394208.1
LOC100642360	XM_020868468.1	XP_020724127.1
LOC100642361	XM_003394393.3	XP_003394441.1
LOC100642361	XM_020868482.1	XP_020724141.1
LOC100642361	XM_020868483.1	XP_020724142.1
LOC100642362	XM_012321072.2	XP_012176462.1
LOC100642363	XM_003394955.3	XP_003395003.1
LOC100642364	XM_012309074.2	XP_012164464.1
LOC100642364	XM_012309075.2	XP_012164465.1
LOC100642364	XM_020863102.1	XP_020718761.1
LOC100642365	XM_003395442.3	XP_003395490.1
LOC100642366	XM_003395934.3	XP_003395982.1
LOC100642367	XM_012309577.2	XP_012164967.2
LOC100642367	XM_020863409.1	XP_020719068.1
LOC100642368	XM_003396575.3	XP_003396623.1
LOC100642368	XM_012310274.2	XP_012165664.1
LOC100642370	XM_012310725.2	XP_012166115.1
LOC100642370	XM_020863714.1	XP_020719373.1
LOC100642370	XM_020863715.1	XP_020719374.1
LOC100642372	XM_012311720.2	XP_012167110.1
LOC100642372	XM_012311721.2	XP_012167111.1
LOC100642372	XM_012311722.2	XP_012167112.1
LOC100642372	XM_012311723.2	XP_012167113.1
LOC100642372	XM_012311724.2	XP_012167114.2
LOC100642373	XM_003398444.3	XP_003398492.1
LOC100642374	XM_020864845.1	XP_020720504.1
LOC100642374	XM_020864846.1	XP_020720505.1
LOC100642374	XM_020864847.1	XP_020720506.1
LOC100642374	XM_020864848.1	XP_020720507.1
LOC100642374	XM_020864849.1	XP_020720508.1
LOC100642374	XM_020864850.1	XP_020720509.1
LOC100642374	XM_020864851.1	XP_020720510.1
LOC100642375	XM_003398685.2	XP_003398733.1
LOC100642376	XM_012314013.2	XP_012169403.1
LOC100642377	XM_003399168.3	XP_003399216.1
LOC100642378	XM_012314230.2	XP_012169620.1
LOC100642379	XM_003399328.3	XP_003399376.1
LOC100642381	XM_003399644.3	XP_003399692.1
LOC100642382	XM_012315264.2	XP_012170654.1
LOC100642382	XM_020865916.1	XP_020721575.1
LOC100642383	XM_003400209.3	XP_003400257.1
LOC100642383	XM_012315636.2	XP_012171026.1
LOC100642383	XM_020866285.1	XP_020721944.1
LOC100642384	XM_003400452.3	XP_003400500.1
LOC100642385	XM_003400532.3	XP_003400580.1
LOC100642385	XM_003400533.3	XP_003400581.1
LOC100642385	XM_012316136.2	XP_012171526.1
LOC100642385	XM_012316137.2	XP_012171527.1
LOC100642385	XM_012316138.2	XP_012171528.1
LOC100642385	XM_020866499.1	XP_020722158.1
LOC100642386	XM_003401346.3	XP_003401394.1
LOC100642386	XM_020866972.1	XP_020722631.1
LOC100642386	XM_020866973.1	XP_020722632.1
LOC100642386	XM_020866974.1	XP_020722633.1
LOC100642386	XM_020866975.1	XP_020722634.1
LOC100642386	XM_020866976.1	XP_020722635.1
LOC100642386	XM_020866977.1	XP_020722636.1
LOC100642386	XM_020866978.1	XP_020722637.1
LOC100642387	XM_003401427.3	XP_003401475.1
LOC100642387	XM_012317314.2	XP_012172704.1
LOC100642387	XM_012317315.2	XP_012172705.1
LOC100642387	XM_012317316.2	XP_012172706.1
LOC100642388	XM_003402064.3	XP_003402112.1
LOC100642388	XM_012318281.2	XP_012173671.1
LOC100642388	XM_020867558.1	XP_020723217.1
LOC100642389	XM_003402297.3	XP_003402345.1
LOC100642389	XM_012318564.2	XP_012173954.1
LOC100642389	XM_012318565.2	XP_012173955.1
LOC100642389	XM_020867653.1	XP_020723312.1
LOC100642389	XM_020867654.1	XP_020723313.1
LOC100642390	XM_003402530.3	XP_003402578.1
LOC100642391	XM_003403064.3	XP_003403112.1
LOC100642392	XM_003403289.3	XP_003403337.1
LOC100642393	XM_003393369.2	XP_003393417.1
LOC100642394	XM_003393451.3	XP_003393499.2
LOC100642395	XM_012314732.2	XP_012170122.1
LOC100642395	XM_012314760.2	XP_012170150.1
LOC100642395	XM_012314764.2	XP_012170154.1
LOC100642395	XM_012314771.2	XP_012170161.1
LOC100642395	XM_012314776.2	XP_012170166.1
LOC100642395	XM_020867660.1	XP_020723319.1
LOC100642396	XM_003393757.3	XP_003393805.1
LOC100642397	XM_003393840.3	XP_003393888.1
LOC100642397	XM_012320182.2	XP_012175572.1
LOC100642397	XM_012320183.2	XP_012175573.1
LOC100642397	XM_012320184.2	XP_012175574.1
LOC100642397	XM_012320186.2	XP_012175576.1
LOC100642397	XM_012320187.2	XP_012175577.1
LOC100642398	XM_003394077.3	XP_003394125.1
LOC100642398	XM_012320497.2	XP_012175887.1
LOC100642398	XM_012320498.2	XP_012175888.1
LOC100642398	XM_020868414.1	XP_020724073.1
LOC100642398	XM_020868415.1	XP_020724074.1
LOC100642398	XM_020868416.1	XP_020724075.1
LOC100642398	XM_020868417.1	XP_020724076.1
LOC100642399	XM_020868528.1	XP_020724187.1
LOC100642401	XM_020863304.1	XP_020718963.1
LOC100642402	XM_003396342.3	XP_003396390.1
LOC100642402	XM_012310026.2	XP_012165416.1
LOC100642402	XM_012310027.2	XP_012165417.1
LOC100642402	XM_012310028.2	XP_012165418.1
LOC100642403	XM_003396743.3	XP_003396791.1
LOC100642404	XM_012310916.2	XP_012166306.2
LOC100642404	XM_020864050.1	XP_020719709.1
LOC100642405	XM_003397070.3	XP_003397118.1
LOC100642405	XM_012311039.2	XP_012166429.1
LOC100642405	XM_012311040.2	XP_012166430.1
LOC100642405	XM_012311041.2	XP_012166431.1
LOC100642406	XM_012311145.2	XP_012166535.1
LOC100642408	XM_012312130.2	XP_012167520.1
LOC100642408	XM_012312131.2	XP_012167521.1
LOC100642408	XM_012312132.2	XP_012167522.1
LOC100642408	XM_012312133.2	XP_012167523.1
LOC100642408	XM_012312134.2	XP_012167524.1
LOC100642408	XM_012312135.2	XP_012167525.1
LOC100642408	XM_012312137.2	XP_012167527.1
LOC100642408	XM_012312140.2	XP_012167530.1
LOC100642408	XM_012312141.2	XP_012167531.1
LOC100642408	XM_020864628.1	XP_020720287.1
LOC100642408	XM_020864629.1	XP_020720288.1
LOC100642409	XM_003398115.3	XP_003398163.1
LOC100642411	XM_003398844.3	XP_003398892.1
LOC100642411	XM_012313608.2	XP_012168998.1
LOC100642411	XM_012313609.2	XP_012168999.1
LOC100642411	XM_020865592.1	XP_020721251.1
LOC100642412	XM_003398927.3	XP_003398975.2
LOC100642412	XM_012313741.2	XP_012169131.1
LOC100642412	XM_012313742.2	XP_012169132.1
LOC100642412	XM_012313743.2	XP_012169133.1
