GeneID	TranscriptID	ProteinID
LOC108621933	XM_026811110.1	XP_026666911.1
LOC108621936	XM_026811111.1	XP_026666912.1
LOC108621937	XM_018019548.2	XP_017875037.2
LOC108621938	XM_018019549.2	XP_017875038.1
LOC108621939	XM_018019550.2	XP_017875039.1
LOC108621939	XM_018019551.2	XP_017875040.1
LOC108621940	XM_018019552.2	XP_017875041.1
LOC108621941	XM_018019553.1	XP_017875042.1
LOC108621942	XM_018019554.1	XP_017875043.1
LOC108621943	XM_018019557.2	XP_017875046.1
LOC108621944	XM_018019555.2	XP_017875044.2
LOC108621945	XM_018019556.2	XP_017875045.1
LOC108621946	XR_001916455.2	
LOC108621946	XR_001916456.2	
LOC108621946	XR_003388760.1	
LOC108621947	XM_018019558.2	XP_017875047.1
LOC108621947	XM_026811103.1	XP_026666904.1
LOC108621948	XM_026811106.1	XP_026666907.1
LOC108621949	XM_018019560.2	XP_017875049.1
LOC108621949	XM_026811101.1	XP_026666902.1
LOC108621949	XM_026811102.1	XP_026666903.1
LOC108621949	XR_001916457.2	
LOC108621949	XR_003388758.1	
LOC108621950	XM_018019561.2	XP_017875050.1
LOC108621951	XM_018019563.2	XP_017875052.1
LOC108621952	XR_001916458.1	
LOC108621953	XM_018019564.2	XP_017875053.1
LOC108621953	XM_018019570.2	XP_017875059.1
LOC108621953	XM_018019578.2	XP_017875067.1
LOC108621953	XM_018019587.2	XP_017875076.1
LOC108621953	XM_026810784.1	XP_026666585.1
LOC108621954	XR_001916459.2	
LOC108621956	XM_018019565.1	XP_017875054.1
LOC108621958	XM_026811118.1	XP_026666919.1
LOC108621959	XM_026811119.1	XP_026666920.1
LOC108621960	XM_026811121.1	XP_026666922.1
LOC108621960	XM_026811122.1	XP_026666923.1
LOC108621961	XM_018019571.2	XP_017875060.2
LOC108621962	XM_026811120.1	XP_026666921.1
LOC108621963	XM_018019573.2	XP_017875062.1
LOC108621964	XM_018019574.1	XP_017875063.1
LOC108621965	XM_018019575.2	XP_017875064.1
LOC108621966	XM_018019576.2	XP_017875065.2
LOC108621966	XM_026811113.1	XP_026666914.1
LOC108621967	XM_018019579.2	XP_017875068.1
LOC108621967	XM_018019580.2	XP_017875069.1
LOC108621967	XM_018019581.2	XP_017875070.1
LOC108621967	XM_018019582.2	XP_017875071.1
LOC108621967	XM_018019583.2	XP_017875072.1
LOC108621968	XM_018019584.2	XP_017875073.1
LOC108621969	XM_018019585.2	XP_017875074.1
LOC108621970	XM_018019586.2	XP_017875075.1
LOC108621970	XM_026811115.1	XP_026666916.1
LOC108621971	XM_018019588.2	XP_017875077.1
LOC108621972	XM_018019589.2	XP_017875078.1
LOC108621972	XM_026811114.1	XP_026666915.1
LOC108621973	XM_018019591.2	XP_017875080.1
LOC108621974	XM_018019592.2	XP_017875081.1
LOC108621975	XM_018019593.2	XP_017875082.1
LOC108621975	XM_018019594.2	XP_017875083.1
LOC108621976	XM_018019595.2	XP_017875084.1
LOC108621977	XM_026810843.1	XP_026666644.1
LOC108621978	XM_018019596.2	XP_017875085.1
LOC108621979	XM_018019598.2	XP_017875087.1
LOC108621979	XM_018019600.2	XP_017875089.1
LOC108621979	XM_018019601.2	XP_017875090.1
LOC108621980	XM_018019602.2	XP_017875091.1
LOC108621980	XM_018019603.2	XP_017875092.1
LOC108621980	XM_026811135.1	XP_026666936.1
LOC108621980	XM_026811136.1	XP_026666937.1
LOC108621980	XR_001916460.2	
LOC108621981	XM_018019604.2	XP_017875093.1
LOC108621981	XM_018019605.2	XP_017875094.1
LOC108621981	XM_018019606.2	XP_017875095.1
LOC108621982	XM_018019608.2	XP_017875097.1
LOC108621982	XM_018019609.2	XP_017875098.1
LOC108621983	XM_018019612.2	XP_017875101.1
LOC108621983	XM_026810796.1	XP_026666597.1
LOC108621983	XM_026810798.1	XP_026666599.1
LOC108621984	XM_026811137.1	XP_026666938.1
LOC108621985	XM_018019611.2	XP_017875100.1
LOC108621986	XM_018019613.2	XP_017875102.1
LOC108621987	XM_018019614.2	XP_017875103.1
LOC108621987	XM_018019615.2	XP_017875104.1
LOC108621987	XM_026811123.1	XP_026666924.1
LOC108621987	XM_026811124.1	XP_026666925.1
LOC108621987	XM_026811125.1	XP_026666926.1
LOC108621987	XM_026811126.1	XP_026666927.1
LOC108621987	XM_026811127.1	XP_026666928.1
LOC108621987	XM_026811128.1	XP_026666929.1
LOC108621987	XM_026811129.1	XP_026666930.1
LOC108621987	XM_026811130.1	XP_026666931.1
LOC108621987	XM_026811131.1	XP_026666932.1
LOC108621987	XM_026811132.1	XP_026666933.1
LOC108621987	XM_026811133.1	XP_026666934.1
LOC108621987	XM_026811134.1	XP_026666935.1
LOC108621988	XM_026811142.1	XP_026666943.1
LOC108621988	XM_026811143.1	XP_026666944.1
LOC108621989	XM_018019648.2	XP_017875137.1
LOC108621990	XM_018019616.2	XP_017875105.1
LOC108621991	XM_026811138.1	XP_026666939.1
LOC108621991	XM_026811139.1	XP_026666940.1
LOC108621992	XM_018019618.2	XP_017875107.1
LOC108621992	XM_026811141.1	XP_026666942.1
LOC108621993	XM_018019623.2	XP_017875112.1
LOC108621993	XM_018019630.2	XP_017875119.1
LOC108621994	XM_018019619.2	XP_017875108.1
LOC108621994	XM_026811149.1	XP_026666950.1
LOC108621995	XM_026811146.1	XP_026666947.1
LOC108621995	XM_026811147.1	XP_026666948.1
LOC108621996	XM_018019622.2	XP_017875111.2
LOC108621997	XM_018019624.1	XP_017875113.1
LOC108621998	XM_018019625.2	XP_017875114.2
LOC108621999	XM_018019626.1	XP_017875115.1
LOC108622000	XM_018019627.2	XP_017875116.1
LOC108622000	XM_018019629.2	XP_017875118.1
LOC108622000	XM_018019631.2	XP_017875120.1
LOC108622000	XM_026811152.1	XP_026666953.1
LOC108622000	XM_026811153.1	XP_026666954.1
LOC108622001	XM_026811156.1	XP_026666957.1
LOC108622001	XM_026811157.1	XP_026666958.1
LOC108622003	XM_018019634.2	XP_017875123.2
LOC108622004	XM_018019637.2	XP_017875126.1
LOC108622004	XM_018019645.2	XP_017875134.1
LOC108622005	XR_001916463.2	
LOC108622006	XM_018019635.1	XP_017875124.1
LOC108622007	XM_018019636.2	XP_017875125.2
LOC108622008	XM_018019638.1	XP_017875127.1
LOC108622010	XM_018019640.2	XP_017875129.1
LOC108622011	XM_018019641.2	XP_017875130.1
LOC108622012	XM_018019642.2	XP_017875131.1
LOC108622012	XM_018019643.2	XP_017875132.1
LOC108622012	XM_026811163.1	XP_026666964.1
LOC108622013	XM_018019644.2	XP_017875133.2
LOC108622014	XM_018019646.2	XP_017875135.1
LOC108622014	XM_026811165.1	XP_026666966.1
LOC108622014	XM_026811166.1	XP_026666967.1
LOC108622014	XM_026811167.1	XP_026666968.1
LOC108622016	XM_026811170.1	XP_026666971.1
LOC108622018	XM_026811171.1	XP_026666972.1
LOC108622019	XM_018019652.2	XP_017875141.1
LOC108622020	XM_018019655.2	XP_017875144.1
LOC108622021	XM_018019653.2	XP_017875142.1
LOC108622023	XM_018019654.1	XP_017875143.1
LOC108622024	XR_001916464.2	
LOC108622024	XR_001916465.2	
LOC108622024	XR_003388772.1	
LOC108622024	XR_003388773.1	
LOC108622027	XM_018019656.2	XP_017875145.1
LOC108622028	XM_018019658.2	XP_017875147.2
LOC108622028	XM_026811175.1	XP_026666976.1
LOC108622029	XM_018019659.2	XP_017875148.1
LOC108622030	XM_018019660.2	XP_017875149.2
LOC108622030	XM_026811179.1	XP_026666980.1
LOC108622031	XM_018019661.2	XP_017875150.1
LOC108622031	XM_018019662.2	XP_017875151.1
LOC108622031	XM_018019663.2	XP_017875152.1
LOC108622032	XM_018019664.2	XP_017875153.1
LOC108622032	XM_018019665.2	XP_017875154.1
LOC108622032	XM_018019666.2	XP_017875155.1
LOC108622032	XM_026811181.1	XP_026666982.1
LOC108622033	XM_018019670.2	XP_017875159.1
LOC108622034	XM_018019668.2	XP_017875157.1
LOC108622035	XM_018019669.2	XP_017875158.1
LOC108622035	XM_018019671.2	XP_017875160.1
LOC108622035	XM_018019672.2	XP_017875161.1
LOC108622035	XM_018019673.2	XP_017875162.1
LOC108622036	XM_018019675.2	XP_017875164.1
LOC108622036	XM_018019677.2	XP_017875166.1
LOC108622036	XM_018019678.2	XP_017875167.1
LOC108622036	XM_026811182.1	XP_026666983.1
LOC108622037	XM_018019679.2	XP_017875168.1
LOC108622037	XM_018019680.1	XP_017875169.1
LOC108622037	XM_018019681.2	XP_017875170.1
LOC108622038	XM_026811148.1	XP_026666949.1
LOC108622038	XM_026811150.1	XP_026666951.1
LOC108622039	XM_018019682.2	XP_017875171.1
LOC108622039	XM_018019683.2	XP_017875172.1
LOC108622039	XM_018019684.2	XP_017875173.1
LOC108622039	XM_018019686.2	XP_017875175.1
LOC108622039	XM_018019687.2	XP_017875176.1
LOC108622039	XM_018019688.2	XP_017875177.1
LOC108622039	XM_018019689.2	XP_017875178.1
LOC108622039	XM_018019690.2	XP_017875179.1
LOC108622040	XM_018019691.2	XP_017875180.1
LOC108622040	XM_018019692.2	XP_017875181.1
LOC108622041	XM_018019694.2	XP_017875183.1
LOC108622041	XM_026811176.1	XP_026666977.1
LOC108622041	XM_026811177.1	XP_026666978.1
LOC108622041	XM_026811178.1	XP_026666979.1
LOC108622042	XM_026811140.1	XP_026666941.1
LOC108622043	XM_018019698.2	XP_017875187.2
LOC108622043	XM_026811183.1	XP_026666984.1
LOC108622043	XR_003388775.1	
LOC108622043	XR_003388776.1	
LOC108622045	XM_018019700.2	XP_017875189.1
LOC108622046	XM_018019701.2	XP_017875190.1
LOC108622046	XM_018019702.2	XP_017875191.1
LOC108622047	XM_026811184.1	XP_026666985.1
LOC108622047	XM_026811185.1	XP_026666986.1
LOC108622047	XM_026811186.1	XP_026666987.1
LOC108622048	XM_018019703.1	XP_017875192.1
LOC108622049	XM_018019704.1	XP_017875193.1
LOC108622050	XM_018019705.1	XP_017875194.1
LOC108622051	XM_018019706.1	XP_017875195.1
LOC108622052	XM_018019707.2	XP_017875196.1
LOC108622053	XM_018019708.2	XP_017875197.1
LOC108622054	XM_018019709.2	XP_017875198.1
LOC108622055	XM_018019710.2	XP_017875199.1
LOC108622056	XM_018019713.1	XP_017875202.1
LOC108622057	XR_001916468.2	
LOC108622058	XM_018019711.2	XP_017875200.1
LOC108622059	XM_018019712.2	XP_017875201.1
LOC108622060	XM_018019714.2	XP_017875203.1
LOC108622061	XM_018019715.2	XP_017875204.1
LOC108622062	XM_018019716.2	XP_017875205.1
LOC108622063	XM_018019718.2	XP_017875207.1
LOC108622064	XM_018019720.2	XP_017875209.1
LOC108622065	XM_018019721.2	XP_017875210.1
LOC108622065	XM_018019722.2	XP_017875211.1
LOC108622065	XM_026811194.1	XP_026666995.1
LOC108622066	XM_018019727.1	XP_017875216.1
LOC108622067	XM_018019723.2	XP_017875212.1
LOC108622067	XM_018019724.2	XP_017875213.1
LOC108622068	XM_018019728.2	XP_017875217.1
LOC108622069	XM_018019730.2	XP_017875219.1
LOC108622069	XM_018019731.2	XP_017875220.1
LOC108622069	XM_026811198.1	XP_026666999.1
LOC108622069	XM_026811199.1	XP_026667000.1
LOC108622069	XM_026811200.1	XP_026667001.1
LOC108622069	XM_026811201.1	XP_026667002.1
LOC108622069	XM_026811202.1	XP_026667003.1
LOC108622070	XM_018019734.2	XP_017875223.1
LOC108622070	XM_018019735.2	XP_017875224.1
LOC108622071	XM_018019736.2	XP_017875225.1
LOC108622072	XM_018019737.2	XP_017875226.1
LOC108622073	XM_018019738.2	XP_017875227.1
LOC108622073	XM_026811197.1	XP_026666998.1
LOC108622074	XM_026811196.1	XP_026666997.1
LOC108622075	XM_018019743.2	XP_017875232.2
LOC108622076	XM_018019744.2	XP_017875233.1
LOC108622077	XM_018019745.2	XP_017875234.1
LOC108622077	XM_026811191.1	XP_026666992.1
LOC108622079	XM_026811204.1	XP_026667005.1
LOC108622080	XM_018019747.2	XP_017875236.2
LOC108622080	XM_026811206.1	XP_026667007.1
LOC108622081	XM_018019748.2	XP_017875237.2
LOC108622082	XR_001916469.2	
LOC108622082	XR_001916470.2	
LOC108622086	XM_018019750.2	XP_017875239.2
LOC108622086	XM_026811219.1	XP_026667020.1
LOC108622087	XM_026811233.1	XP_026667034.1
LOC108622088	XM_026811234.1	XP_026667035.1
LOC108622089	XM_018019754.2	XP_017875243.1
LOC108622090	XM_018019755.2	XP_017875244.1
LOC108622091	XM_018019756.2	XP_017875245.2
LOC108622091	XM_026811229.1	XP_026667030.1
LOC108622091	XM_026811230.1	XP_026667031.1
LOC108622092	XM_018019757.2	XP_017875246.2
LOC108622092	XM_026811231.1	XP_026667032.1
LOC108622093	XM_018019758.2	XP_017875247.1
LOC108622094	XM_018019759.2	XP_017875248.1
LOC108622094	XM_018019760.2	XP_017875249.1
LOC108622094	XM_026811223.1	XP_026667024.1
LOC108622095	XM_026811220.1	XP_026667021.1
LOC108622095	XM_026811221.1	XP_026667022.1
LOC108622095	XM_026811222.1	XP_026667023.1
LOC108622096	XM_018019762.2	XP_017875251.1
LOC108622097	XM_018019763.2	XP_017875252.1
LOC108622098	XM_018019764.2	XP_017875253.1
LOC108622098	XM_018019765.2	XP_017875254.1
LOC108622099	XM_018019766.2	XP_017875255.1
LOC108622099	XM_026811224.1	XP_026667025.1
LOC108622099	XM_026811225.1	XP_026667026.1
LOC108622099	XM_026811226.1	XP_026667027.1
LOC108622099	XM_026811227.1	XP_026667028.1
LOC108622099	XM_026811228.1	XP_026667029.1
LOC108622100	XM_018019767.2	XP_017875256.1
LOC108622100	XM_026811211.1	XP_026667012.1
LOC108622100	XM_026811212.1	XP_026667013.1
LOC108622100	XM_026811213.1	XP_026667014.1
LOC108622100	XM_026811214.1	XP_026667015.1
LOC108622100	XM_026811215.1	XP_026667016.1
LOC108622100	XM_026811216.1	XP_026667017.1
LOC108622100	XM_026811217.1	XP_026667018.1
LOC108622100	XM_026811218.1	XP_026667019.1
LOC108622101	XM_018019768.2	XP_017875257.1
LOC108622102	XM_018019769.2	XP_017875258.1
LOC108622102	XM_018019770.2	XP_017875259.1
LOC108622102	XM_026811209.1	XP_026667010.1
LOC108622102	XM_026811210.1	XP_026667011.1
LOC108622103	XM_018019771.2	XP_017875260.1
LOC108622103	XM_018019772.2	XP_017875261.1
LOC108622103	XM_018019773.2	XP_017875262.1
LOC108622104	XM_018019776.1	XP_017875265.1
LOC108622105	XM_018019774.2	XP_017875263.1
LOC108622105	XM_026811208.1	XP_026667009.1
LOC108622108	XM_018019777.1	XP_017875266.1
LOC108622109	XM_018019778.2	XP_017875267.2
LOC108622110	XM_026811370.1	XP_026667171.1
LOC108622111	XM_018019779.2	XP_017875268.1
LOC108622111	XM_026811236.1	XP_026667037.1
LOC108622112	XM_018019780.2	XP_017875269.1
LOC108622113	XM_018019781.2	XP_017875270.1
LOC108622113	XM_018019782.2	XP_017875271.2
LOC108622113	XM_026811237.1	XP_026667038.1
LOC108622113	XM_026811238.1	XP_026667039.1
LOC108622114	XM_018019825.2	XP_017875314.1
LOC108622115	XM_018019784.2	XP_017875273.1
LOC108622115	XM_018019785.2	XP_017875274.1
LOC108622115	XM_018019790.2	XP_017875279.1
LOC108622115	XM_018019791.2	XP_017875280.1
LOC108622115	XM_026811239.1	XP_026667040.1
LOC108622115	XM_026811240.1	XP_026667041.1
LOC108622115	XM_026811241.1	XP_026667042.1
LOC108622115	XM_026811242.1	XP_026667043.1
LOC108622115	XM_026811243.1	XP_026667044.1
LOC108622115	XM_026811244.1	XP_026667045.1
LOC108622115	XM_026811245.1	XP_026667046.1
LOC108622115	XM_026811246.1	XP_026667047.1
LOC108622115	XM_026811247.1	XP_026667048.1
LOC108622115	XM_026811248.1	XP_026667049.1
LOC108622116	XM_026811386.1	XP_026667187.1
LOC108622117	XM_018019793.2	XP_017875282.1
LOC108622117	XM_018019794.2	XP_017875283.1
LOC108622117	XM_018019795.2	XP_017875284.1
LOC108622117	XM_018019797.2	XP_017875286.1
LOC108622117	XM_026811235.1	XP_026667036.1
LOC108622118	XM_018019799.2	XP_017875288.1
LOC108622119	XM_026811258.1	XP_026667059.1
LOC108622120	XM_018019801.2	XP_017875290.1
LOC108622121	XM_018019802.2	XP_017875291.1
LOC108622122	XR_001916471.2	
LOC108622123	XM_018019803.2	XP_017875292.1
LOC108622124	XM_018019804.2	XP_017875293.1
LOC108622124	XM_026811250.1	XP_026667051.1
LOC108622125	XM_026811468.1	XP_026667269.1
LOC108622125	XM_026811470.1	XP_026667271.1
LOC108622126	XM_018019805.2	XP_017875294.1
LOC108622126	XM_026811251.1	XP_026667052.1
LOC108622126	XM_026811252.1	XP_026667053.1
LOC108622126	XM_026811253.1	XP_026667054.1
LOC108622126	XM_026811254.1	XP_026667055.1
LOC108622126	XM_026811255.1	XP_026667056.1
LOC108622126	XM_026811256.1	XP_026667057.1
LOC108622126	XM_026811257.1	XP_026667058.1
LOC108622126	XR_003388785.1	
LOC108622127	XR_003388786.1	
LOC108622128	XR_003388787.1	
LOC108622129	XM_018019808.2	XP_017875297.1
LOC108622130	XM_018019809.2	XP_017875298.1
LOC108622130	XM_018019810.2	XP_017875299.1
LOC108622131	XM_018019811.2	XP_017875300.2
LOC108622132	XM_018019812.2	XP_017875301.1
LOC108622133	XM_018019813.2	XP_017875302.1
LOC108622133	XM_018019814.2	XP_017875303.1
LOC108622134	XM_018019816.2	XP_017875305.1
LOC108622134	XM_018019817.2	XP_017875306.1
LOC108622134	XM_018019818.2	XP_017875307.1
LOC108622134	XM_018019819.2	XP_017875308.1
LOC108622134	XM_018019820.2	XP_017875309.1
LOC108622134	XM_026811259.1	XP_026667060.1
LOC108622135	XM_018019821.2	XP_017875310.1
LOC108622136	XM_018019822.2	XP_017875311.1
LOC108622137	XM_018019823.2	XP_017875312.1
LOC108622137	XM_018019824.2	XP_017875313.1
LOC108622138	XM_018019826.2	XP_017875315.2
LOC108622139	XM_018019827.1	XP_017875316.1
LOC108622140	XM_018019828.1	XP_017875317.1
LOC108622141	XM_018019831.2	XP_017875320.1
LOC108622141	XM_018019838.2	XP_017875327.1
LOC108622141	XM_026811262.1	XP_026667063.1
LOC108622142	XM_018019829.2	XP_017875318.1
LOC108622142	XM_018019830.2	XP_017875319.1
LOC108622143	XM_018019832.1	XP_017875321.1
LOC108622144	XM_018019833.1	XP_017875322.1
LOC108622146	XM_026811277.1	XP_026667078.1
LOC108622147	XM_018019836.2	XP_017875325.1
LOC108622148	XM_018019837.2	XP_017875326.1
LOC108622149	XM_018019839.2	XP_017875328.1
LOC108622149	XM_026811267.1	XP_026667068.1
LOC108622150	XM_018019840.2	XP_017875329.1
LOC108622151	XM_018019841.2	XP_017875330.1
LOC108622152	XM_018019843.2	XP_017875332.1
LOC108622152	XM_018019844.2	XP_017875333.1
LOC108622152	XM_018019845.2	XP_017875334.1
LOC108622152	XM_018019847.2	XP_017875336.1
LOC108622152	XM_026811272.1	XP_026667073.1
LOC108622152	XM_026811273.1	XP_026667074.1
LOC108622152	XM_026811274.1	XP_026667075.1
LOC108622152	XM_026811275.1	XP_026667076.1
LOC108622153	XM_018019851.2	XP_017875340.1
LOC108622154	XM_018019848.2	XP_017875337.1
LOC108622154	XM_018019849.2	XP_017875338.1
LOC108622155	XM_018019850.2	XP_017875339.1
LOC108622156	XM_018019853.2	XP_017875342.1
LOC108622156	XM_018019854.2	XP_017875343.1
LOC108622156	XM_018019855.2	XP_017875344.1
LOC108622156	XM_026811278.1	XP_026667079.1
LOC108622156	XM_026811279.1	XP_026667080.1
LOC108622157	XM_018019856.2	XP_017875345.1
LOC108622157	XM_026811289.1	XP_026667090.1
LOC108622158	XM_018019857.2	XP_017875346.1
LOC108622159	XM_018019859.2	XP_017875348.1
LOC108622159	XM_018019860.2	XP_017875349.1
LOC108622159	XM_018019861.2	XP_017875350.1
LOC108622159	XM_026811266.1	XP_026667067.1
LOC108622160	XM_018019865.2	XP_017875354.1
LOC108622161	XM_018019862.2	XP_017875351.1
LOC108622162	XM_018019866.2	XP_017875355.1
LOC108622163	XM_018019867.2	XP_017875356.1
LOC108622164	XM_018019868.2	XP_017875357.1
LOC108622165	XM_018019869.2	XP_017875358.1
LOC108622165	XM_018019870.2	XP_017875359.1
LOC108622166	XM_018019871.2	XP_017875360.1
LOC108622166	XM_026811268.1	XP_026667069.1
LOC108622166	XM_026811269.1	XP_026667070.1
LOC108622166	XM_026811270.1	XP_026667071.1
LOC108622167	XM_018019872.2	XP_017875361.1
LOC108622167	XM_026811271.1	XP_026667072.1
LOC108622168	XM_018019873.2	XP_017875362.1
LOC108622169	XM_018019877.2	XP_017875366.1
LOC108622171	XM_018019875.2	XP_017875364.1
LOC108622172	XM_018019876.2	XP_017875365.1
LOC108622172	XM_026811280.1	XP_026667081.1
LOC108622172	XM_026811281.1	XP_026667082.1
LOC108622172	XM_026811282.1	XP_026667083.1
LOC108622172	XM_026811283.1	XP_026667084.1
LOC108622172	XM_026811284.1	XP_026667085.1
LOC108622172	XM_026811285.1	XP_026667086.1
LOC108622172	XM_026811286.1	XP_026667087.1
LOC108622172	XM_026811287.1	XP_026667088.1
LOC108622172	XM_026811288.1	XP_026667089.1
LOC108622173	XM_018019878.2	XP_017875367.1
LOC108622173	XM_018019879.2	XP_017875368.1
LOC108622174	XM_018019880.2	XP_017875369.1
LOC108622175	XM_018019881.2	XP_017875370.2
LOC108622176	XR_001916474.2	
LOC108622177	XR_001916475.1	
LOC108622178	XM_018019882.1	XP_017875371.1
LOC108622179	XM_018019886.2	XP_017875375.1
LOC108622180	XM_018019883.2	XP_017875372.2
LOC108622181	XM_026811299.1	XP_026667100.1
LOC108622183	XM_018019888.2	XP_017875377.1
LOC108622183	XM_018019889.2	XP_017875378.1
LOC108622184	XR_001916476.2	
LOC108622184	XR_003388796.1	
LOC108622184	XR_003388797.1	
LOC108622184	XR_003388799.1	
LOC108622185	XM_018019891.2	XP_017875380.1
LOC108622186	XM_018019896.2	XP_017875385.1
LOC108622186	XM_026811368.1	XP_026667169.1
LOC108622187	XM_018019892.2	XP_017875381.1
LOC108622188	XM_018019893.2	XP_017875382.1
LOC108622188	XM_018019894.2	XP_017875383.1
LOC108622188	XM_026811300.1	XP_026667101.1
LOC108622188	XM_026811301.1	XP_026667102.1
LOC108622188	XM_026811302.1	XP_026667103.1
LOC108622189	XM_018019897.2	XP_017875386.1
LOC108622189	XM_018019898.2	XP_017875387.1
LOC108622190	XM_018019899.2	XP_017875388.1
LOC108622190	XM_026811292.1	XP_026667093.1
LOC108622190	XM_026811293.1	XP_026667094.1
LOC108622191	XM_018019900.2	XP_017875389.1
LOC108622192	XM_018019938.2	XP_017875427.1
LOC108622193	XM_026811294.1	XP_026667095.1
LOC108622194	XM_018019903.2	XP_017875392.1
LOC108622194	XM_018019904.2	XP_017875393.1
LOC108622195	XM_018019908.2	XP_017875397.1
LOC108622196	XM_018019906.2	XP_017875395.1
LOC108622196	XM_018019907.2	XP_017875396.1
LOC108622197	XM_018019909.2	XP_017875398.1
LOC108622197	XM_018019910.2	XP_017875399.1
LOC108622198	XM_018019911.2	XP_017875400.1
LOC108622198	XM_026811303.1	XP_026667104.1
LOC108622199	XM_026811307.1	XP_026667108.1
LOC108622202	XM_018019917.2	XP_017875406.1
LOC108622202	XM_026811474.1	XP_026667275.1
LOC108622203	XM_018019914.1	XP_017875403.1
LOC108622204	XM_018019915.1	XP_017875404.1
LOC108622206	XM_026811317.1	XP_026667118.1
LOC108622207	XM_018019919.2	XP_017875408.1
LOC108622207	XM_026811316.1	XP_026667117.1
LOC108622208	XM_018019920.2	XP_017875409.1
LOC108622209	XM_018019921.2	XP_017875410.1
LOC108622209	XM_018019922.2	XP_017875411.1
LOC108622209	XM_018019923.2	XP_017875412.1
LOC108622210	XM_026811348.1	XP_026667149.1
LOC108622211	XM_018019929.2	XP_017875418.1
LOC108622211	XM_018019939.2	XP_017875428.1
LOC108622211	XM_018019947.2	XP_017875436.1
LOC108622211	XM_026811546.1	XP_026667347.1
LOC108622211	XM_026811560.1	XP_026667361.1
LOC108622211	XM_026811568.1	XP_026667369.1
LOC108622211	XR_001916480.2	
LOC108622211	XR_001916481.2	
LOC108622212	XM_018019926.2	XP_017875415.1
LOC108622213	XM_018019927.2	XP_017875416.1
LOC108622213	XM_018019928.2	XP_017875417.1
LOC108622213	XM_026811323.1	XP_026667124.1
LOC108622214	XM_018019930.2	XP_017875419.1
LOC108622215	XM_018019934.2	XP_017875423.1
LOC108622215	XM_026811361.1	XP_026667162.1
LOC108622216	XM_018019935.2	XP_017875424.1
LOC108622217	XM_018019936.2	XP_017875425.1
LOC108622218	XM_018019937.2	XP_017875426.2
LOC108622218	XM_026811347.1	XP_026667148.1
LOC108622219	XM_018019940.2	XP_017875429.1
LOC108622220	XM_018019941.2	XP_017875430.1
LOC108622221	XM_018019942.2	XP_017875431.1
LOC108622222	XM_018019944.2	XP_017875433.1
LOC108622223	XM_018019945.2	XP_017875434.1
LOC108622223	XM_018019946.2	XP_017875435.1
LOC108622223	XM_018019948.2	XP_017875437.1
LOC108622223	XM_018019949.2	XP_017875438.1
LOC108622223	XM_018019950.2	XP_017875439.1
LOC108622224	XM_018019952.2	XP_017875441.1
LOC108622225	XM_018019953.2	XP_017875442.1
LOC108622226	XM_018019954.2	XP_017875443.1
LOC108622227	XM_018019955.2	XP_017875444.1
LOC108622227	XM_018019956.2	XP_017875445.1
LOC108622227	XM_026811325.1	XP_026667126.1
LOC108622228	XM_026811326.1	XP_026667127.1
LOC108622228	XM_026811327.1	XP_026667128.1
LOC108622228	XM_026811328.1	XP_026667129.1
LOC108622228	XM_026811329.1	XP_026667130.1
