GeneID	TranscriptID	ProteinID
LOC106783615	XM_014742306.1	XP_014597792.1
LOC106783616	XR_001381332.1	
LOC106783617	XM_014742308.1	XP_014597794.1
LOC106783618	XM_014742309.1	XP_014597795.1
LOC106783618	XR_001381333.1	
LOC106783619	XM_014742310.1	XP_014597796.1
LOC106783620	XM_014742311.1	XP_014597797.1
LOC106783620	XM_014742312.1	XP_014597798.1
LOC106783620	XM_014742313.1	XP_014597799.1
LOC106783621	XM_014742314.1	XP_014597800.1
LOC106783622	XM_014742317.1	XP_014597803.1
LOC106783622	XM_014742318.1	XP_014597804.1
LOC106783623	XM_014742319.1	XP_014597805.1
LOC106783623	XM_014742320.1	XP_014597806.1
LOC106783624	XM_014742321.1	XP_014597807.1
LOC106783624	XM_014742322.1	XP_014597808.1
LOC106783624	XM_014742323.1	XP_014597809.1
LOC106783625	XM_014742324.1	XP_014597810.1
LOC106783625	XM_014742326.1	XP_014597812.1
LOC106783626	XM_014742327.1	XP_014597813.1
LOC106783627	XM_014742328.1	XP_014597814.1
LOC106783628	XM_014742329.1	XP_014597815.1
LOC106783628	XM_014742330.1	XP_014597816.1
LOC106783628	XM_014742331.1	XP_014597817.1
LOC106783629	XM_014742332.1	XP_014597818.1
LOC106783630	XM_014742333.1	XP_014597819.1
LOC106783631	XM_014742335.1	XP_014597821.1
LOC106783632	XM_014742336.1	XP_014597822.1
LOC106783633	XM_014742337.1	XP_014597823.1
LOC106783633	XM_014742338.1	XP_014597824.1
LOC106783634	XM_014742339.1	XP_014597825.1
LOC106783635	XM_014742340.1	XP_014597826.1
LOC106783636	XM_014742341.1	XP_014597827.1
LOC106783637	XM_014742345.1	XP_014597831.1
LOC106783637	XM_014742357.1	XP_014597843.1
LOC106783637	XR_001381334.1	
LOC106783637	XR_001381335.1	
LOC106783638	XM_014742342.1	XP_014597828.1
LOC106783639	XM_014742343.1	XP_014597829.1
LOC106783639	XM_014742344.1	XP_014597830.1
LOC106783640	XM_014742346.1	XP_014597832.1
LOC106783641	XM_014742347.1	XP_014597833.1
LOC106783641	XM_014742348.1	XP_014597834.1
LOC106783641	XM_014742349.1	XP_014597835.1
LOC106783641	XM_014742350.1	XP_014597836.1
LOC106783641	XM_014742351.1	XP_014597837.1
LOC106783641	XM_014742352.1	XP_014597838.1
LOC106783642	XM_014742353.1	XP_014597839.1
LOC106783643	XM_014742354.1	XP_014597840.1
LOC106783644	XM_014742355.1	XP_014597841.1
LOC106783645	XM_014742356.1	XP_014597842.1
LOC106783646	XM_014742358.1	XP_014597844.1
LOC106783647	XM_014742359.1	XP_014597845.1
LOC106783648	XM_014742360.1	XP_014597846.1
LOC106783649	XM_014742361.1	XP_014597847.1
LOC106783650	XM_014742362.1	XP_014597848.1
LOC106783651	XM_014742363.1	XP_014597849.1
LOC106783652	XM_014742364.1	XP_014597850.1
LOC106783653	XM_014742365.1	XP_014597851.1
LOC106783654	XR_001381336.1	
LOC106783655	XM_014742366.1	XP_014597852.1
LOC106783656	XM_014742371.1	XP_014597857.1
LOC106783656	XM_014742381.1	XP_014597867.1
LOC106783656	XM_014742391.1	XP_014597877.1
LOC106783657	XM_014742367.1	XP_014597853.1
LOC106783657	XM_014742368.1	XP_014597854.1
LOC106783657	XM_014742369.1	XP_014597855.1
LOC106783657	XM_014742370.1	XP_014597856.1
LOC106783657	XM_014742372.1	XP_014597858.1
LOC106783657	XM_014742373.1	XP_014597859.1
LOC106783657	XM_014742374.1	XP_014597860.1
LOC106783657	XM_014742375.1	XP_014597861.1
LOC106783657	XM_014742376.1	XP_014597862.1
LOC106783657	XM_014742377.1	XP_014597863.1
LOC106783658	XM_014742378.1	XP_014597864.1
LOC106783659	XM_014742379.1	XP_014597865.1
LOC106783659	XM_014742380.1	XP_014597866.1
LOC106783659	XM_014742382.1	XP_014597868.1
LOC106783659	XM_014742383.1	XP_014597869.1
LOC106783660	XM_014742384.1	XP_014597870.1
LOC106783661	XM_014742385.1	XP_014597871.1
LOC106783661	XM_014742386.1	XP_014597872.1
LOC106783661	XM_014742387.1	XP_014597873.1
LOC106783661	XM_014742388.1	XP_014597874.1
LOC106783661	XM_014742389.1	XP_014597875.1
LOC106783661	XM_014742390.1	XP_014597876.1
LOC106783661	XM_014742392.1	XP_014597878.1
LOC106783661	XM_014742393.1	XP_014597879.1
LOC106783661	XM_014742394.1	XP_014597880.1
LOC106783661	XM_014742395.1	XP_014597881.1
LOC106783661	XM_014742396.1	XP_014597882.1
LOC106783661	XM_014742397.1	XP_014597883.1
LOC106783661	XM_014742398.1	XP_014597884.1
LOC106783661	XM_014742399.1	XP_014597885.1
LOC106783661	XM_014742400.1	XP_014597886.1
LOC106783661	XM_014742401.1	XP_014597887.1
LOC106783661	XM_014742402.1	XP_014597888.1
LOC106783661	XM_014742403.1	XP_014597889.1
LOC106783661	XM_014742404.1	XP_014597890.1
LOC106783662	XR_001381337.1	
LOC106783662	XR_001381342.1	
LOC106783663	XM_014742407.1	XP_014597893.1
LOC106783663	XM_014742416.1	XP_014597902.1
LOC106783663	XM_014742426.1	XP_014597912.1
LOC106783664	XM_014742405.1	XP_014597891.1
LOC106783664	XM_014742406.1	XP_014597892.1
LOC106783665	XM_014742408.1	XP_014597894.1
LOC106783665	XM_014742409.1	XP_014597895.1
LOC106783666	XM_014742410.1	XP_014597896.1
LOC106783666	XM_014742411.1	XP_014597897.1
LOC106783666	XM_014742412.1	XP_014597898.1
LOC106783666	XM_014742413.1	XP_014597899.1
LOC106783667	XM_014742414.1	XP_014597900.1
LOC106783667	XM_014742415.1	XP_014597901.1
LOC106783667	XM_014742417.1	XP_014597903.1
LOC106783668	XM_014742418.1	XP_014597904.1
LOC106783669	XM_014742419.1	XP_014597905.1
LOC106783669	XM_014742420.1	XP_014597906.1
LOC106783669	XM_014742421.1	XP_014597907.1
LOC106783669	XM_014742422.1	XP_014597908.1
LOC106783669	XM_014742423.1	XP_014597909.1
LOC106783669	XM_014742424.1	XP_014597910.1
LOC106783669	XM_014742425.1	XP_014597911.1
LOC106783670	XM_014742427.1	XP_014597913.1
LOC106783670	XM_014742428.1	XP_014597914.1
LOC106783670	XM_014742429.1	XP_014597915.1
LOC106783671	XM_014742430.1	XP_014597916.1
LOC106783671	XM_014742431.1	XP_014597917.1
LOC106783672	XM_014742432.1	XP_014597918.1
LOC106783673	XM_014742433.1	XP_014597919.1
LOC106783673	XM_014742434.1	XP_014597920.1
LOC106783674	XM_014742439.1	XP_014597925.1
LOC106783674	XM_014742447.1	XP_014597933.1
LOC106783674	XM_014742456.1	XP_014597942.1
LOC106783675	XM_014742435.1	XP_014597921.1
LOC106783676	XM_014742436.1	XP_014597922.1
LOC106783677	XM_014742437.1	XP_014597923.1
LOC106783677	XM_014742438.1	XP_014597924.1
LOC106783678	XM_014742440.1	XP_014597926.1
LOC106783679	XM_014742441.1	XP_014597927.1
LOC106783679	XM_014742442.1	XP_014597928.1
LOC106783679	XM_014742443.1	XP_014597929.1
LOC106783680	XM_014742444.1	XP_014597930.1
LOC106783681	XM_014742445.1	XP_014597931.1
LOC106783681	XM_014742446.1	XP_014597932.1
LOC106783682	XM_014742448.1	XP_014597934.1
LOC106783683	XM_014742449.1	XP_014597935.1
LOC106783683	XM_014742450.1	XP_014597936.1
LOC106783683	XM_014742451.1	XP_014597937.1
LOC106783683	XM_014742452.1	XP_014597938.1
LOC106783683	XM_014742453.1	XP_014597939.1
LOC106783683	XM_014742454.1	XP_014597940.1
LOC106783684	XM_014742455.1	XP_014597941.1
LOC106783685	XR_001381338.1	
LOC106783686	XR_001381339.1	
LOC106783687	XR_001381340.1	
LOC106783688	XR_001381341.1	
LOC106783689	XM_014742457.1	XP_014597943.1
LOC106783689	XM_014742458.1	XP_014597944.1
LOC106783689	XM_014742459.1	XP_014597945.1
LOC106783689	XM_014742460.1	XP_014597946.1
LOC106783689	XM_014742461.1	XP_014597947.1
LOC106783690	XM_014742462.1	XP_014597948.1
LOC106783691	XM_014742467.1	XP_014597953.1
LOC106783691	XM_014742477.1	XP_014597963.1
LOC106783692	XM_014742463.1	XP_014597949.1
LOC106783693	XM_014742464.1	XP_014597950.1
LOC106783693	XM_014742465.1	XP_014597951.1
LOC106783693	XM_014742466.1	XP_014597952.1
LOC106783693	XM_014742468.1	XP_014597954.1
LOC106783693	XM_014742469.1	XP_014597955.1
LOC106783694	XM_014742470.1	XP_014597956.1
LOC106783694	XM_014742471.1	XP_014597957.1
LOC106783694	XM_014742472.1	XP_014597958.1
LOC106783695	XM_014742473.1	XP_014597959.1
LOC106783696	XM_014742474.1	XP_014597960.1
LOC106783696	XM_014742475.1	XP_014597961.1
LOC106783696	XM_014742476.1	XP_014597962.1
LOC106783696	XM_014742478.1	XP_014597964.1
LOC106783697	XM_014742479.1	XP_014597965.1
LOC106783698	XM_014742480.1	XP_014597966.1
LOC106783699	XM_014742481.1	XP_014597967.1
LOC106783700	XM_014742482.1	XP_014597968.1
LOC106783701	XM_014742483.1	XP_014597969.1
LOC106783702	XM_014742484.1	XP_014597970.1
LOC106783703	XM_014742488.1	XP_014597974.1
LOC106783704	XM_014742485.1	XP_014597971.1
LOC106783705	XM_014742486.1	XP_014597972.1
LOC106783706	XM_014742487.1	XP_014597973.1
LOC106783707	XM_014742489.1	XP_014597975.1
LOC106783708	XM_014742490.1	XP_014597976.1
LOC106783709	XM_014742491.1	XP_014597977.1
LOC106783709	XM_014742492.1	XP_014597978.1
LOC106783709	XR_001381343.1	
LOC106783710	XM_014742493.1	XP_014597979.1
LOC106783710	XM_014742494.1	XP_014597980.1
LOC106783710	XM_014742495.1	XP_014597981.1
LOC106783711	XM_014742496.1	XP_014597982.1
LOC106783712	XM_014742500.1	XP_014597986.1
LOC106783713	XM_014742497.1	XP_014597983.1
LOC106783713	XM_014742498.1	XP_014597984.1
LOC106783714	XM_014742499.1	XP_014597985.1
LOC106783715	XM_014742501.1	XP_014597987.1
LOC106783715	XM_014742502.1	XP_014597988.1
LOC106783716	XM_014742503.1	XP_014597989.1
LOC106783716	XM_014742504.1	XP_014597990.1
LOC106783717	XM_014742505.1	XP_014597991.1
LOC106783717	XM_014742506.1	XP_014597992.1
LOC106783717	XM_014742507.1	XP_014597993.1
LOC106783718	XM_014742508.1	XP_014597994.1
LOC106783718	XM_014742509.1	XP_014597995.1
LOC106783719	XM_014742512.1	XP_014597998.1
LOC106783719	XM_014742520.1	XP_014598006.1
LOC106783719	XM_014742527.1	XP_014598013.1
LOC106783719	XM_014742537.1	XP_014598023.1
LOC106783720	XM_014742510.1	XP_014597996.1
LOC106783721	XM_014742511.1	XP_014597997.1
LOC106783722	XM_014742513.1	XP_014597999.1
LOC106783723	XM_014742514.1	XP_014598000.1
LOC106783724	XM_014742515.1	XP_014598001.1
LOC106783725	XM_014742516.1	XP_014598002.1
LOC106783726	XM_014742517.1	XP_014598003.1
LOC106783727	XM_014742518.1	XP_014598004.1
LOC106783728	XM_014742519.1	XP_014598005.1
LOC106783729	XM_014742521.1	XP_014598007.1
LOC106783730	XM_014742522.1	XP_014598008.1
LOC106783731	XM_014742523.1	XP_014598009.1
LOC106783732	XM_014742524.1	XP_014598010.1
LOC106783733	XM_014742525.1	XP_014598011.1
LOC106783734	XM_014742526.1	XP_014598012.1
LOC106783735	XM_014742528.1	XP_014598014.1
LOC106783736	XR_001381346.1	
LOC106783737	XM_014742529.1	XP_014598015.1
LOC106783738	XM_014742530.1	XP_014598016.1
LOC106783738	XM_014742531.1	XP_014598017.1
LOC106783738	XM_014742532.1	XP_014598018.1
LOC106783738	XM_014742533.1	XP_014598019.1
LOC106783739	XM_014742534.1	XP_014598020.1
LOC106783739	XM_014742535.1	XP_014598021.1
LOC106783739	XM_014742536.1	XP_014598022.1
LOC106783739	XM_014742538.1	XP_014598024.1
LOC106783740	XM_014742539.1	XP_014598025.1
LOC106783741	XM_014742540.1	XP_014598026.1
LOC106783742	XM_014742541.1	XP_014598027.1
LOC106783743	XM_014742542.1	XP_014598028.1
LOC106783744	XM_014742543.1	XP_014598029.1
LOC106783744	XM_014742544.1	XP_014598030.1
LOC106783745	XM_014742549.1	XP_014598035.1
LOC106783745	XR_001381344.1	
LOC106783746	XM_014742545.1	XP_014598031.1
LOC106783746	XM_014742546.1	XP_014598032.1
LOC106783746	XM_014742547.1	XP_014598033.1
LOC106783747	XM_014742548.1	XP_014598034.1
LOC106783748	XM_014742550.1	XP_014598036.1
LOC106783749	XM_014742551.1	XP_014598037.1
LOC106783749	XM_014742552.1	XP_014598038.1
LOC106783750	XM_014742553.1	XP_014598039.1
LOC106783751	XM_014742554.1	XP_014598040.1
LOC106783751	XM_014742555.1	XP_014598041.1
LOC106783752	XM_014742556.1	XP_014598042.1
LOC106783753	XM_014742557.1	XP_014598043.1
LOC106783754	XR_001381345.1	
LOC106783755	XM_014742558.1	XP_014598044.1
LOC106783755	XM_014742559.1	XP_014598045.1
LOC106783755	XM_014742560.1	XP_014598046.1
LOC106783755	XM_014742561.1	XP_014598047.1
LOC106783756	XM_014742565.1	XP_014598051.1
LOC106783756	XM_014742575.1	XP_014598061.1
LOC106783756	XM_014742585.1	XP_014598071.1
LOC106783757	XM_014742562.1	XP_014598048.1
LOC106783757	XM_014742563.1	XP_014598049.1
LOC106783757	XM_014742564.1	XP_014598050.1
LOC106783758	XM_014742566.1	XP_014598052.1
LOC106783759	XM_014742567.1	XP_014598053.1
LOC106783760	XM_014742568.1	XP_014598054.1
LOC106783760	XM_014742569.1	XP_014598055.1
LOC106783760	XM_014742570.1	XP_014598056.1
LOC106783760	XM_014742571.1	XP_014598057.1
LOC106783760	XM_014742572.1	XP_014598058.1
LOC106783760	XM_014742573.1	XP_014598059.1
LOC106783760	XM_014742574.1	XP_014598060.1
LOC106783760	XM_014742576.1	XP_014598062.1
LOC106783760	XM_014742577.1	XP_014598063.1
LOC106783760	XM_014742578.1	XP_014598064.1
LOC106783761	XM_014742579.1	XP_014598065.1
LOC106783761	XM_014742580.1	XP_014598066.1
LOC106783761	XM_014742581.1	XP_014598067.1
LOC106783761	XM_014742582.1	XP_014598068.1
LOC106783761	XM_014742583.1	XP_014598069.1
LOC106783761	XM_014742584.1	XP_014598070.1
LOC106783761	XM_014742586.1	XP_014598072.1
LOC106783762	XM_014742587.1	XP_014598073.1
LOC106783762	XM_014742588.1	XP_014598074.1
LOC106783763	XM_014742589.1	XP_014598075.1
LOC106783764	XM_014742590.1	XP_014598076.1
LOC106783764	XM_014742591.1	XP_014598077.1
LOC106783765	XM_014742592.1	XP_014598078.1
LOC106783766	XM_014742593.1	XP_014598079.1
LOC106783766	XM_014742594.1	XP_014598080.1
LOC106783766	XM_014742595.1	XP_014598081.1
LOC106783766	XM_014742596.1	XP_014598082.1
LOC106783766	XM_014742597.1	XP_014598083.1
LOC106783766	XM_014742598.1	XP_014598084.1
LOC106783766	XM_014742600.1	XP_014598086.1
LOC106783766	XM_014742601.1	XP_014598087.1
LOC106783766	XM_014742602.1	XP_014598088.1
LOC106783766	XM_014742603.1	XP_014598089.1
LOC106783766	XM_014742604.1	XP_014598090.1
LOC106783766	XM_014742605.1	XP_014598091.1
LOC106783767	XM_014742599.1	XP_014598085.1
LOC106783767	XM_014742608.1	XP_014598094.1
LOC106783767	XM_014742617.1	XP_014598103.1
LOC106783768	XM_014742606.1	XP_014598092.1
LOC106783769	XM_014742607.1	XP_014598093.1
LOC106783770	XM_014742609.1	XP_014598095.1
LOC106783771	XM_014742610.1	XP_014598096.1
LOC106783772	XM_014742611.1	XP_014598097.1
LOC106783773	XM_014742612.1	XP_014598098.1
LOC106783774	XM_014742613.1	XP_014598099.1
LOC106783774	XM_014742614.1	XP_014598100.1
LOC106783774	XM_014742615.1	XP_014598101.1
LOC106783775	XM_014742616.1	XP_014598102.1
LOC106783776	XR_001381351.1	
LOC106783777	XM_014742618.1	XP_014598104.1
LOC106783778	XM_014742619.1	XP_014598105.1
LOC106783779	XM_014742620.1	XP_014598106.1
LOC106783779	XM_014742621.1	XP_014598107.1
LOC106783779	XM_014742622.1	XP_014598108.1
LOC106783780	XM_014742623.1	XP_014598109.1
LOC106783780	XM_014742624.1	XP_014598110.1
LOC106783780	XM_014742625.1	XP_014598111.1
LOC106783780	XM_014742626.1	XP_014598112.1
LOC106783780	XM_014742627.1	XP_014598113.1
LOC106783780	XM_014742628.1	XP_014598114.1
LOC106783780	XM_014742629.1	XP_014598115.1
LOC106783780	XM_014742630.1	XP_014598116.1
LOC106783780	XM_014742632.1	XP_014598118.1
LOC106783781	XM_014742631.1	XP_014598117.1
LOC106783781	XM_014742638.1	XP_014598124.1
LOC106783782	XR_001381347.1	
LOC106783783	XR_001381348.1	
LOC106783783	XR_001381349.1	
LOC106783784	XM_014742633.1	XP_014598119.1
LOC106783784	XM_014742634.1	XP_014598120.1
LOC106783785	XM_014742635.1	XP_014598121.1
LOC106783786	XM_014742636.1	XP_014598122.1
LOC106783786	XM_014742637.1	XP_014598123.1
LOC106783787	XM_014742639.1	XP_014598125.1
LOC106783788	XM_014742640.1	XP_014598126.1
LOC106783789	XR_001381350.1	
LOC106783790	XM_014742641.1	XP_014598127.1
LOC106783790	XM_014742642.1	XP_014598128.1
LOC106783790	XM_014742643.1	XP_014598129.1
LOC106783790	XM_014742644.1	XP_014598130.1
LOC106783790	XM_014742645.1	XP_014598131.1
LOC106783791	XM_014742650.1	XP_014598136.1
LOC106783791	XM_014742662.1	XP_014598148.1
LOC106783791	XM_014742671.1	XP_014598157.1
LOC106783792	XM_014742646.1	XP_014598132.1
LOC106783793	XM_014742647.1	XP_014598133.1
LOC106783793	XM_014742648.1	XP_014598134.1
LOC106783793	XM_014742649.1	XP_014598135.1
LOC106783793	XM_014742651.1	XP_014598137.1
LOC106783793	XM_014742652.1	XP_014598138.1
LOC106783793	XM_014742653.1	XP_014598139.1
LOC106783793	XM_014742654.1	XP_014598140.1
LOC106783793	XM_014742655.1	XP_014598141.1
LOC106783793	XM_014742656.1	XP_014598142.1
LOC106783793	XM_014742657.1	XP_014598143.1
LOC106783794	XM_014742658.1	XP_014598144.1
LOC106783794	XM_014742659.1	XP_014598145.1
LOC106783794	XM_014742660.1	XP_014598146.1
LOC106783794	XM_014742663.1	XP_014598149.1
LOC106783794	XM_014742664.1	XP_014598150.1
LOC106783794	XM_014742665.1	XP_014598151.1
LOC106783794	XM_014742666.1	XP_014598152.1
LOC106783795	XR_001381352.1	
LOC106783796	XM_014742667.1	XP_014598153.1
LOC106783797	XM_014742668.1	XP_014598154.1
LOC106783797	XM_014742669.1	XP_014598155.1
LOC106783797	XM_014742670.1	XP_014598156.1
LOC106783797	XM_014742672.1	XP_014598158.1
LOC106783797	XM_014742673.1	XP_014598159.1
LOC106783797	XM_014742674.1	XP_014598160.1
LOC106783797	XM_014742675.1	XP_014598161.1
LOC106783797	XM_014742676.1	XP_014598162.1
LOC106783797	XM_014742677.1	XP_014598163.1
LOC106783797	XM_014742678.1	XP_014598164.1
LOC106783797	XM_014742679.1	XP_014598165.1
LOC106783798	XM_014742680.1	XP_014598166.1
LOC106783799	XM_014742686.1	XP_014598172.1
LOC106783799	XM_014742694.1	XP_014598180.1
LOC106783799	XM_014742703.1	XP_014598189.1
LOC106783799	XM_014742710.1	XP_014598196.1
LOC106783800	XM_014742681.1	XP_014598167.1
LOC106783800	XM_014742682.1	XP_014598168.1
LOC106783800	XM_014742683.1	XP_014598169.1
LOC106783800	XM_014742684.1	XP_014598170.1
LOC106783800	XM_014742685.1	XP_014598171.1
LOC106783800	XM_014742687.1	XP_014598173.1
LOC106783800	XR_001381353.1	
LOC106783801	XM_014742688.1	XP_014598174.1
LOC106783802	XM_014742689.1	XP_014598175.1
LOC106783802	XM_014742690.1	XP_014598176.1
LOC106783802	XM_014742691.1	XP_014598177.1
LOC106783802	XM_014742692.1	XP_014598178.1
LOC106783803	XM_014742693.1	XP_014598179.1
LOC106783804	XM_014742695.1	XP_014598181.1
LOC106783805	XM_014742696.1	XP_014598182.1
LOC106783805	XM_014742697.1	XP_014598183.1
LOC106783805	XM_014742698.1	XP_014598184.1
LOC106783806	XM_014742699.1	XP_014598185.1
LOC106783807	XR_001381354.1	
LOC106783808	XM_014742700.1	XP_014598186.1
LOC106783808	XM_014742701.1	XP_014598187.1
LOC106783808	XM_014742702.1	XP_014598188.1
LOC106783808	XM_014742704.1	XP_014598190.1
LOC106783809	XM_014742705.1	XP_014598191.1
LOC106783809	XM_014742706.1	XP_014598192.1
LOC106783810	XM_014742707.1	XP_014598193.1
LOC106783811	XM_014742743.1	XP_014598229.1
LOC106783812	XM_014742708.1	XP_014598194.1
LOC106783813	XM_014742709.1	XP_014598195.1
LOC106783814	XR_001381355.1	
LOC106783815	XM_014742711.1	XP_014598197.1
LOC106783816	XR_001381356.1	
LOC106783816	XR_001381357.1	
LOC106783817	XM_014742712.1	XP_014598198.1
LOC106783818	XM_014742713.1	XP_014598199.1
LOC106783819	XM_014742717.1	XP_014598203.1
LOC106783819	XM_014742726.1	XP_014598212.1
LOC106783820	XM_014742714.1	XP_014598200.1
LOC106783821	XM_014742715.1	XP_014598201.1
LOC106783822	XM_014742716.1	XP_014598202.1
LOC106783822	XM_014742718.1	XP_014598204.1
LOC106783822	XM_014742719.1	XP_014598205.1
LOC106783822	XM_014742720.1	XP_014598206.1
LOC106783822	XM_014742721.1	XP_014598207.1
LOC106783823	XM_014742722.1	XP_014598208.1
LOC106783824	XM_014742723.1	XP_014598209.1
LOC106783824	XM_014742724.1	XP_014598210.1
LOC106783825	XM_014742725.1	XP_014598211.1
LOC106783826	XR_001381358.1	
LOC106783827	XM_014742727.1	XP_014598213.1
LOC106783828	XM_014742728.1	XP_014598214.1
LOC106783828	XM_014742729.1	XP_014598215.1
LOC106783829	XM_014742730.1	XP_014598216.1
LOC106783829	XM_014742731.1	XP_014598217.1
LOC106783829	XM_014742732.1	XP_014598218.1
LOC106783829	XM_014742733.1	XP_014598219.1
LOC106783830	XM_014742734.1	XP_014598220.1
LOC106783831	XM_014742739.1	XP_014598225.1
LOC106783831	XM_014742748.1	XP_014598234.1
LOC106783831	XM_014742756.1	XP_014598242.1
LOC106783831	XM_014742762.1	XP_014598248.1
LOC106783831	XM_014742770.1	XP_014598256.1
LOC106783831	XM_014742777.1	XP_014598263.1
LOC106783832	XM_014742735.1	XP_014598221.1
LOC106783832	XM_014742736.1	XP_014598222.1
LOC106783833	XM_014742737.1	XP_014598223.1
LOC106783833	XM_014742738.1	XP_014598224.1
LOC106783833	XM_014742740.1	XP_014598226.1
LOC106783833	XM_014742741.1	XP_014598227.1
LOC106783833	XR_001381359.1	
LOC106783834	XM_014742742.1	XP_014598228.1
LOC106783835	XM_014742744.1	XP_014598230.1
LOC106783836	XM_014742745.1	XP_014598231.1
LOC106783837	XM_014742746.1	XP_014598232.1
LOC106783838	XM_014742747.1	XP_014598233.1
LOC106783839	XM_014742749.1	XP_014598235.1
LOC106783840	XM_014742750.1	XP_014598236.1
LOC106783841	XM_014742751.1	XP_014598237.1
LOC106783841	XM_014742752.1	XP_014598238.1
LOC106783841	XM_014742753.1	XP_014598239.1
LOC106783842	XM_014742754.1	XP_014598240.1
LOC106783842	XM_014742755.1	XP_014598241.1
LOC106783843	XM_014742757.1	XP_014598243.1
LOC106783844	XM_014742758.1	XP_014598244.1
LOC106783845	XM_014742759.1	XP_014598245.1
LOC106783846	XM_014742760.1	XP_014598246.1
LOC106783847	XM_014742761.1	XP_014598247.1
LOC106783848	XM_014742763.1	XP_014598249.1
LOC106783849	XM_014742764.1	XP_014598250.1
